file,precision,recall,f1,fuzzy_score,semantic_similarity,boundary_overlap,orig_count,proc_count
LIPITOR.658,0.0,0.0,0.0,43.0,0.5477478504180908,0.0,6,2
LIPITOR.182,0.0,0.0,0.0,38.0,0.35155820846557617,0.0,8,1
LIPITOR.361,0.0,0.0,0.0,49.5,0.22729377448558807,0.0,4,2
LIPITOR.578,0.0,0.0,0.0,54.0,0.7853400707244873,0.3181818181818182,8,1
LIPITOR.75,0.3333333333333333,0.2,0.25,59.666666666666664,0.6641461849212646,0.0,5,3
LIPITOR.977,0.0,0.0,0.0,38.0,0.34602928161621094,0.0,5,1
LIPITOR.217,0.0,0.0,0.0,37.0,0.33031442761421204,0.0,10,2
VOLTAREN-XR.15,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.825,0.0,0.0,0.0,50.0,0.2436700165271759,0.0,3,4
LIPITOR.686,0.0,0.0,0.0,30.0,0.2380736768245697,0.20588235294117646,4,1
LIPITOR.38,0.3333333333333333,0.3333333333333333,0.3333333333333333,56.625,0.6439653038978577,0.0,7,8
LIPITOR.966,0.0,0.0,0.0,44.0,0.26019540429115295,0.0,7,1
ARTHROTEC.125,0.5,0.25,0.3333333333333333,91.0,0.9654339551925659,0.5476190476190477,4,2
LIPITOR.102,0.0,0.0,0.0,43.75,0.37483149766921997,0.0798611111111111,3,4
LIPITOR.929,0.0,0.0,0.0,36.0,0.23631615936756134,0.0,1,1
LIPITOR.229,1.0,0.25,0.4,100.0,1.0,0.0,11,2
LIPITOR.924,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.97,1.0,0.06666666666666667,0.125,100.0,1.0000001192092896,0.23076923076923078,16,2
ARTHROTEC.122,0.3333333333333333,0.16666666666666666,0.2222222222222222,70.0,0.7974731922149658,0.0,6,3
LIPITOR.62,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.925,0.2857142857142857,0.16666666666666666,0.2105263157894737,66.14285714285714,0.6380342245101929,0.15555555555555553,15,7
LIPITOR.782,0.0,0.0,0.0,25.0,0.01189437136054039,0.0,2,1
LIPITOR.130,0.0,0.0,0.0,40.0,0.5116193890571594,0.0,9,1
LIPITOR.567,0.5,0.3333333333333333,0.4,65.5,0.6708757877349854,0.21428571428571427,3,2
LIPITOR.779,0.0,0.0,0.0,54.0,0.5676196813583374,0.018518518518518517,8,2
LIPITOR.789,0.0,0.0,0.0,36.0,0.3229478895664215,0.3783783783783784,6,1
LIPITOR.696,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.111,0.8,0.6666666666666666,0.7272727272727272,90.0,0.8696020841598511,0.20244755244755247,8,5
ARTHROTEC.65,0.8,0.6666666666666666,0.7272727272727272,88.8,0.8647537231445312,0.2978798978798979,6,5
LIPITOR.321,0.0,0.0,0.0,0.0,0.0,0.0,0,3
LIPITOR.269,0.0,0.0,0.0,50.833333333333336,0.3969883918762207,0.020833333333333332,30,6
VOLTAREN.17,0.0,0.0,0.0,36.0,0.3501967489719391,0.0,6,1
LIPITOR.236,0.3333333333333333,0.5,0.4,59.333333333333336,0.7370215058326721,0.0,3,3
LIPITOR.24,0.0,0.0,0.0,45.0,0.6164427995681763,0.25,1,1
LIPITOR.369,0.0,0.0,0.0,41.0,0.6831413507461548,0.3333333333333333,2,2
ARTHROTEC.42,1.0,0.1111111111111111,0.19999999999999998,100.0,1.0,0.13333333333333333,22,3
ARTHROTEC.100,0.0,0.0,0.0,33.0,0.350196897983551,0.0,4,1
LIPITOR.297,1.0,0.09090909090909091,0.16666666666666669,100.0,1.0,0.0,12,1
LIPITOR.553,1.0,0.3333333333333333,0.5,100.0,1.0,0.0,3,1
LIPITOR.572,0.0,0.0,0.0,53.4,0.7874400615692139,0.06666666666666667,5,5
ARTHROTEC.18,0.0,0.0,0.0,33.0,0.10416783392429352,0.0,1,1
LIPITOR.384,0.0,0.0,0.0,50.0,0.4029017686843872,0.0,9,1
ARTHROTEC.90,0.0,0.0,0.0,29.75,0.35228705406188965,0.03409090909090909,2,4
LIPITOR.882,0.0,0.0,0.0,30.75,0.24406751990318298,0.125,3,4
LIPITOR.84,0.0,0.0,0.0,58.142857142857146,0.6453924179077148,0.13742572127665295,3,7
LIPITOR.356,0.0,0.0,0.0,37.0,0.34784790873527527,0.0,6,1
LIPITOR.184,0.0,0.0,0.0,37.0,0.2605591416358948,0.0,6,3
LIPITOR.70,0.0,0.0,0.0,29.666666666666668,0.1995861530303955,0.07575757575757576,6,3
LIPITOR.179,0.5,0.25,0.3333333333333333,81.0,0.9130468964576721,0.09375,4,2
VOLTAREN.46,0.2,0.14285714285714285,0.16666666666666666,51.2,0.4964126646518707,0.043478260869565216,8,5
LIPITOR.150,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.103,0.0,0.0,0.0,42.0,0.3521493673324585,0.0,8,1
LIPITOR.670,0.0,0.0,0.0,47.0,0.376316100358963,0.0,1,1
LIPITOR.570,0.0,0.0,0.0,19.5,0.22653941810131073,0.0,2,2
LIPITOR.708,0.25,0.08333333333333333,0.125,62.5,0.7021039724349976,0.1370640448261416,12,4
ARTHROTEC.124,0.0,0.0,0.0,32.0,0.4086220860481262,0.34375,6,1
ARTHROTEC.143,0.0,0.0,0.0,35.0,0.3740460276603699,0.0,1,1
LIPITOR.960,0.0,0.0,0.0,0.0,0.0,0.0,0,2
LIPITOR.873,0.0,0.0,0.0,60.25,0.6107239723205566,0.18706293706293708,9,4
LIPITOR.242,0.9,0.5294117647058824,0.6666666666666667,96.4,0.9889366030693054,0.0,18,10
LIPITOR.476,1.0,0.3333333333333333,0.5,100.0,1.0,0.875,3,1
LIPITOR.278,0.0,0.0,0.0,30.0,0.12576554715633392,0.0,1,1
ARTHROTEC.26,0.6666666666666666,0.5,0.5714285714285715,55.0,0.6428015828132629,0.07755102040816328,4,7
LIPITOR.35,0.0,0.0,0.0,36.0,0.3843623399734497,0.0,12,1
LIPITOR.464,0.5,0.5,0.5,65.0,0.6168866157531738,0.0,3,2
LIPITOR.546,0.8235294117647058,0.5,0.6222222222222222,87.04761904761905,0.8490639925003052,0.011243386243386243,31,21
LIPITOR.258,0.0,0.0,0.0,50.0,0.5475471615791321,0.0,20,2
LIPITOR.922,1.0,0.3333333333333333,0.5,100.0,1.0,0.3,3,1
VOLTAREN.25,0.3333333333333333,0.25,0.28571428571428575,68.66666666666667,0.8776782155036926,0.3107769423558897,4,3
ARTHROTEC.137,0.08333333333333333,0.07142857142857142,0.07692307692307691,40.75,0.2806284725666046,0.0,14,12
ARTHROTEC.140,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.780,0.0,0.0,0.0,32.666666666666664,0.4518243968486786,0.0,7,3
CAMBIA.3,0.0,0.0,0.0,18.0,0.3769669234752655,0.0,3,1
VOLTAREN.21,0.0,0.0,0.0,24.0,0.3144572973251343,0.0,1,1
VOLTAREN.37,1.0,1.0,1.0,100.0,0.9999999403953552,0.0,1,1
LIPITOR.730,0.0,0.0,0.0,60.0,0.577102780342102,0.13333333333333333,9,2
LIPITOR.446,0.0,0.0,0.0,28.0,0.1760549247264862,0.0,1,1
LIPITOR.409,0.0,0.0,0.0,0.0,0.0,0.0,0,1
DICLOFENAC-SODIUM.2,0.3333333333333333,0.16666666666666666,0.2222222222222222,58.333333333333336,0.5218401551246643,0.1111111111111111,7,3
LIPITOR.183,0.5,0.2,0.28571428571428575,66.5,0.6058673858642578,0.0,5,2
LIPITOR.490,0.0,0.0,0.0,30.0,0.2894250452518463,0.0,3,1
LIPITOR.561,0.0,0.0,0.0,61.0,0.5237810015678406,0.0,6,1
LIPITOR.766,1.0,0.625,0.7692307692307693,100.0,1.0,0.07058823529411765,8,5
LIPITOR.492,0.0,0.0,0.0,42.333333333333336,0.3980497419834137,0.016666666666666666,8,3
LIPITOR.535,0.25,0.14285714285714285,0.18181818181818182,64.0,0.6205823421478271,0.1,8,5
LIPITOR.189,0.0,0.0,0.0,0.0,0.0,0.0,0,1
SOLARAZE.3,0.0,0.0,0.0,0.0,0.0,0.0,0,2
LIPITOR.987,0.0,0.0,0.0,31.0,0.26754310727119446,0.25,4,2
LIPITOR.703,0.0,0.0,0.0,50.6,0.4248482584953308,0.0,14,5
LIPITOR.560,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.852,0.0,0.0,0.0,29.0,0.1909189373254776,0.1,1,1
LIPITOR.805,0.0,0.0,0.0,38.0,0.5694722533226013,0.0,5,1
LIPITOR.185,0.0,0.0,0.0,33.0,0.34469354152679443,0.0,6,1
LIPITOR.771,0.5,0.4,0.4444444444444445,80.16666666666667,0.8565276265144348,0.2057692307692308,5,6
LIPITOR.123,0.5,0.4,0.4444444444444445,65.75,0.6360745429992676,0.0,5,4
LIPITOR.353,0.0,0.0,0.0,39.0,0.17782804369926453,0.47619047619047616,2,1
LIPITOR.687,0.0,0.0,0.0,46.5,0.6287858486175537,0.21052631578947367,6,2
ARTHROTEC.138,0.0,0.0,0.0,24.0,0.2391025424003601,0.0,1,1
FLECTOR.1,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ARTHROTEC.123,1.0,0.3333333333333333,0.5,100.0,1.0,0.0,3,1
LIPITOR.151,0.0,0.0,0.0,39.0,0.40862202644348145,0.0,4,1
LIPITOR.366,0.3333333333333333,0.2,0.25,55.666666666666664,0.5436244606971741,0.1818181818181818,5,3
LIPITOR.792,0.0,0.0,0.0,44.0,0.40862202644348145,0.0,7,2
LIPITOR.404,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.857,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.968,0.0,0.0,0.0,62.5,0.678005039691925,0.1714046822742475,5,2
LIPITOR.502,1.0,0.25,0.4,100.0,1.0000001192092896,0.0,4,1
LIPITOR.336,0.0,0.0,0.0,53.0,0.4945235252380371,0.0,7,1
LIPITOR.901,0.0,0.0,0.0,36.0,0.27088141441345215,0.0,3,2
LIPITOR.381,1.0,0.16666666666666666,0.2857142857142857,100.0,1.0,0.0967741935483871,6,2
ARTHROTEC.86,0.6666666666666666,0.6666666666666666,0.6666666666666666,90.33333333333333,0.9795868992805481,0.0,3,3
LIPITOR.868,0.0,0.0,0.0,37.0,0.36669209599494934,0.0,6,1
LIPITOR.453,1.0,0.5,0.6666666666666666,100.0,1.0,0.0,5,2
LIPITOR.951,0.0,0.0,0.0,42.0,0.23949819803237915,0.0,9,1
VOLTAREN.12,0.0,0.0,0.0,36.0,0.23631615936756134,0.0,1,1
LIPITOR.331,0.0,0.0,0.0,52.0,0.7183741331100464,0.0,6,1
LIPITOR.943,0.0,0.0,0.0,58.0,0.5204216241836548,0.0,5,1
LIPITOR.456,0.0,0.0,0.0,73.0,0.9688505530357361,0.0,2,1
ARTHROTEC.61,0.5,1.0,0.6666666666666666,42.0,0.41256964206695557,0.0,1,3
LIPITOR.905,0.5,0.3333333333333333,0.4,71.5,0.7956205010414124,0.45,3,2
LIPITOR.147,1.0,0.16666666666666666,0.2857142857142857,100.0,1.0,0.14705882352941177,6,1
LIPITOR.362,0.5,0.08333333333333333,0.14285714285714285,73.5,0.5991100072860718,0.3329519450800915,14,2
LIPITOR.213,0.0,0.0,0.0,28.0,0.30186477303504944,0.0,2,1
LIPITOR.959,0.0,0.0,0.0,20.0,0.25707489252090454,0.0,4,1
LIPITOR.424,0.0,0.0,0.0,0.0,0.0,0.0,0,2
LIPITOR.606,0.5,0.25,0.3333333333333333,85.5,0.9002225399017334,0.43779904306220097,4,2
LIPITOR.504,1.0,0.06666666666666667,0.125,100.0,1.0,0.5714285714285714,15,1
LIPITOR.292,0.5,0.42857142857142855,0.4615384615384615,70.66666666666667,0.7427902817726135,0.03472222222222222,7,6
LIPITOR.396,0.5,0.5,0.5,52.666666666666664,0.5334737300872803,0.0,2,3
LIPITOR.858,0.0,0.0,0.0,57.0,0.2114095538854599,0.0,3,1
LIPITOR.294,1.0,0.2857142857142857,0.4444444444444445,100.0,1.0,0.5714285714285714,7,2
LIPITOR.412,0.0,0.0,0.0,42.0,0.4993632137775421,0.14285714285714285,5,2
LIPITOR.64,1.0,0.4,0.5714285714285715,100.0,1.0,0.26666666666666666,5,2
LIPITOR.599,0.0,0.0,0.0,19.5,0.1005462035536766,0.0,1,2
LIPITOR.965,0.0,0.0,0.0,57.0,0.42493411898612976,0.0,8,2
VOLTAREN.7,1.0,0.6666666666666666,0.8,100.0,1.0,0.2916666666666667,4,3
LIPITOR.613,0.0,0.0,0.0,21.0,0.32416269183158875,0.0,2,2
ARTHROTEC.85,0.75,0.42857142857142855,0.5454545454545454,85.0,0.8401139974594116,0.0,7,4
LIPITOR.996,0.0,0.0,0.0,29.0,0.30558282136917114,0.0,4,1
VOLTAREN.6,0.0,0.0,0.0,25.0,0.2671014964580536,0.0,2,2
LIPITOR.285,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.399,0.3333333333333333,0.14285714285714285,0.2,54.333333333333336,0.5705215334892273,0.0,9,3
LIPITOR.775,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.309,1.0,0.3333333333333333,0.5,100.0,1.0,0.0,4,1
LIPITOR.701,0.0,0.0,0.0,51.333333333333336,0.7781454920768738,0.22596153846153846,2,3
LIPITOR.849,0.0,0.0,0.0,24.0,0.7579957246780396,0.13513513513513514,4,1
LIPITOR.263,0.0,0.0,0.0,36.5,0.31113865971565247,0.0,3,2
ARTHROTEC.63,0.5,0.1,0.16666666666666669,65.5,0.686008095741272,0.0,11,2
LIPITOR.196,0.625,0.625,0.625,78.55555555555556,0.7905046939849854,0.24871848592778825,9,9
LIPITOR.515,0.0,0.0,0.0,65.0,0.8145780563354492,0.13157894736842105,3,2
LIPITOR.524,0.0,0.0,0.0,33.0,0.2904150187969208,0.0,1,1
ARTHROTEC.66,1.0,1.0,1.0,100.0,1.0,0.46153846153846156,1,1
LIPITOR.910,0.0,0.0,0.0,49.5,0.5766269564628601,0.0,1,2
LIPITOR.545,1.0,0.6,0.7499999999999999,100.0,1.0000001192092896,0.09722222222222222,5,3
LIPITOR.266,0.0,0.0,0.0,40.0,0.2772616147994995,0.0,8,1
LIPITOR.878,0.75,0.5,0.6,72.4,0.7275766134262085,0.2017857142857143,8,5
LIPITOR.169,0.3333333333333333,0.3333333333333333,0.3333333333333333,75.33333333333333,0.7834672331809998,0.05555555555555555,7,6
LIPITOR.511,0.0,0.0,0.0,40.0,0.3978869915008545,0.8181818181818182,7,1
LIPITOR.481,0.0,0.0,0.0,24.0,0.15199539065361023,0.13636363636363635,3,2
LIPITOR.979,0.0,0.0,0.0,38.0,0.39658838510513306,0.0,5,1
LIPITOR.159,1.0,0.14285714285714285,0.25,100.0,1.0,0.5454545454545454,8,1
ARTHROTEC.142,0.0,0.0,0.0,27.0,0.30921852588653564,0.0,2,1
LIPITOR.51,1.0,0.5,0.6666666666666666,100.0,1.0,0.0,2,1
LIPITOR.7,1.0,0.4,0.5714285714285715,100.0,1.0,0.03535353535353535,5,2
LIPITOR.773,0.0,0.0,0.0,25.0,0.31888413429260254,0.17333333333333334,4,1
LIPITOR.623,0.5,0.125,0.2,72.0,0.6560360193252563,0.13636363636363635,8,2
LIPITOR.1,0.0,0.0,0.0,36.0,0.24261319637298584,0.0,6,1
LIPITOR.768,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ARTHROTEC.52,0.0,0.0,0.0,47.5,0.5817643404006958,0.0,3,2
VOLTAREN.1,0.0,0.0,0.0,30.333333333333332,0.23824574053287506,0.0,2,3
LIPITOR.650,0.0,0.0,0.0,43.0,0.6608254909515381,0.0,4,1
LIPITOR.971,0.0,0.0,0.0,31.0,0.19851276278495789,0.0,2,1
LIPITOR.14,0.0,0.0,0.0,89.0,0.8000090718269348,0.0,3,1
LIPITOR.985,0.0,0.0,0.0,37.666666666666664,0.4711889326572418,0.0,3,3
LIPITOR.176,0.0,0.0,0.0,32.0,0.31888407468795776,0.0,7,1
LIPITOR.930,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.662,0.0,0.0,0.0,41.0,0.6489934921264648,0.13636363636363635,1,2
LIPITOR.860,0.0,0.0,0.0,0.0,0.0,0.0,0,2
ARTHROTEC.3,0.0,0.0,0.0,64.0,0.7356607913970947,0.0,6,1
ARTHROTEC.54,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ARTHROTEC.134,0.0,0.0,0.0,32.8,0.4129381775856018,0.09261904761904763,6,5
LIPITOR.372,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.954,0.0,0.0,0.0,50.0,0.26754310727119446,0.0,5,1
LIPITOR.358,0.0,0.0,0.0,30.0,0.3581726551055908,0.3793103448275862,7,1
LIPITOR.593,0.0,0.0,0.0,24.0,0.27111876010894775,0.06666666666666667,3,1
LIPITOR.284,0.0,0.0,0.0,40.0,0.34699758887290955,0.0,6,2
LIPITOR.473,0.5,0.2,0.28571428571428575,80.66666666666667,0.8212070465087891,0.0,5,3
LIPITOR.193,0.0,0.0,0.0,45.0,0.697934627532959,0.0,8,1
VOLTAREN.19,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.120,0.0,0.0,0.0,36.0,0.23631611466407776,0.2222222222222222,5,2
LIPITOR.289,0.75,0.5,0.6,66.0,0.7499611377716064,0.10505050505050506,6,6
VOLTAREN.33,0.0,0.0,0.0,67.0,0.7059803009033203,0.0,2,1
ARTHROTEC.79,0.0,0.0,0.0,0.0,0.0,0.0,0,2
LIPITOR.47,0.0,0.0,0.0,0.0,0.0,0.0,0,9
LIPITOR.246,0.0,0.0,0.0,0.0,0.0,0.0,0,1
VOLTAREN-XR.18,1.0,0.6,0.7499999999999999,100.0,1.0,0.07407407407407407,5,3
LIPITOR.25,0.0,0.0,0.0,62.0,0.35185906291007996,0.0,2,1
VOLTAREN.20,0.0,0.0,0.0,25.0,0.283488929271698,0.0,1,3
LIPITOR.891,0.0,0.0,0.0,21.09090909090909,0.1258542388677597,0.0,1,11
LIPITOR.544,0.0,0.0,0.0,29.0,0.22500702738761902,0.0,4,1
PENNSAID.2,0.0,0.0,0.0,0.0,0.0,0.0,0,1
LIPITOR.398,0.0,0.0,0.0,42.0,0.35155820846557617,0.0,5,1
LIPITOR.913,0.0,0.0,0.0,29.333333333333332,0.13687127828598022,0.0,2,3
LIPITOR.195,0.0,0.0,0.0,36.0,0.2605590224266052,0.0,2,1
LIPITOR.590,0.75,0.5,0.6,88.0,0.8297415971755981,0.12760180995475115,8,5
LIPITOR.50,0.0,0.0,0.0,29.0,0.2765101194381714,0.0,1,1
LIPITOR.738,0.3333333333333333,0.16666666666666666,0.2222222222222222,62.333333333333336,0.7121763229370117,0.48387096774193544,6,3
LIPITOR.110,0.0,0.0,0.0,35.666666666666664,0.4508608877658844,0.06481481481481481,13,6
LIPITOR.906,0.5,0.3333333333333333,0.4,63.0,0.6421718597412109,0.0,3,2
ARTHROTEC.12,0.0,0.0,0.0,26.0,0.2647356688976288,0.0,1,1
LIPITOR.562,0.0,0.0,0.0,33.0,0.22939425706863403,0.0,3,1
LIPITOR.719,0.5,1.0,0.6666666666666666,66.5,0.6126502752304077,0.3333333333333333,1,2
ARTHROTEC.58,0.3333333333333333,0.16666666666666666,0.2222222222222222,69.66666666666667,0.7916080355644226,0.4007575757575757,6,3
VOLTAREN-XR.3,1.0,0.25,0.4,100.0,1.0,0.0,4,1
ARTHROTEC.84,0.0,0.0,0.0,0.0,0.0,0.0,0,1
