file,precision,recall,f1,fuzzy_score,semantic_similarity,boundary_overlap,entity_metrics
ARTHROTEC.109,0.0,0.0,0.0,0.0,0.0,0.0,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 5, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}}"
LIPITOR.551,0.0,0.0,0.0,8.444444444444445,0.852362334728241,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 4, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}}"
LIPITOR.756,0.0,0.0,0.0,0.0,0.0,0.0,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 3, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}}"
LIPITOR.743,0.0,0.0,0.0,7.166666666666667,0.1562846153974533,0.0,"{'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 2, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}}"
LIPITOR.664,0.0,0.0,0.0,0.0,0.0,0.0,"{'ADR': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}}"
LIPITOR.303,0.0,0.0,0.0,0.0,0.0,0.0,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 3, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}}"
LIPITOR.205,0.2,0.2222222222222222,0.2105263157894737,31.11764705882353,0.8773829340934753,0.10661764705882353,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 4, 'proc_count': 4}, 'ADR': {'precision': 1.0, 'recall': 0.13333333333333333, 'f1': 0.23529411764705882, 'orig_count': 24, 'proc_count': 5}, 'Disease': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 1, 'proc_count': 3}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 22}}"
LIPITOR.291,0.4,0.5,0.4444444444444445,45.5,0.7684395909309387,0.155,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'ADR': {'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1': 0.4444444444444444, 'orig_count': 6, 'proc_count': 3}, 'Disease': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 1, 'proc_count': 2}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}}"
LIPITOR.684,0.0,0.0,0.0,0.0,0.0,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 4, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 6}}"
VOLTAREN.10,0.0,0.0,0.0,28.666666666666668,0.9004642367362976,0.0,"{'Drug': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 1, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}}"
LIPITOR.665,0.07692307692307693,0.16666666666666666,0.10526315789473684,14.933333333333334,0.7448479533195496,0.0,"{'Drug': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 2, 'proc_count': 3}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 5, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 10}}"
ARTHROTEC.59,0.4,0.2857142857142857,0.3333333333333333,60.833333333333336,0.6317042112350464,0.02631578947368421,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 2, 'proc_count': 2}, 'ADR': {'precision': 1.0, 'recall': 0.2727272727272727, 'f1': 0.42857142857142855, 'orig_count': 11, 'proc_count': 3}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 1, 'proc_count': 6}}"
VOLTAREN-XR.6,0.0,0.0,0.0,0.0,0.0,0.0,"{'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}}"
LIPITOR.355,0.1111111111111111,0.25,0.15384615384615383,9.090909090909092,0.9999999403953552,0.0,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 4, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 6}}"
LIPITOR.607,0.16666666666666666,1.0,0.2857142857142857,44.25,0.7195509076118469,0.0,"{'Drug': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1': 0.5, 'orig_count': 3, 'proc_count': 5}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}}"
LIPITOR.427,0.2,0.3333333333333333,0.25,36.92857142857143,0.753993809223175,0.02142857142857143,"{'Drug': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 3, 'proc_count': 4}, 'ADR': {'precision': 0.3333333333333333, 'recall': 0.2, 'f1': 0.25, 'orig_count': 7, 'proc_count': 3}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 6}}"
ARTHROTEC.118,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.75,0.3874428868293762,0.0625,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 3, 'proc_count': 0}, 'Symptom': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1': 0.5, 'orig_count': 1, 'proc_count': 4}}"
VOLTAREN.43,0.5,0.5,0.5,50.0,1.0000001192092896,0.0,"{'ADR': {'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666, 'orig_count': 2, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}}"
LIPITOR.49,0.0,0.0,0.0,0.0,0.0,0.0,"{'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}}"
LIPITOR.251,0.0,0.0,0.0,0.0,0.0,0.0,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 9, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 15}}"
LIPITOR.705,0.07692307692307693,0.2857142857142857,0.12121212121212123,9.67741935483871,0.43994203209877014,0.011827956989247313,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 2, 'proc_count': 2}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 5, 'proc_count': 4}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 22}}"
LIPITOR.741,0.0,0.0,0.0,0.0,0.0,0.0,"{'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}}"
LIPITOR.986,0.0,0.0,0.0,0.0,0.0,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 2, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}}"
LIPITOR.984,0.14285714285714285,0.25,0.18181818181818182,14.285714285714286,0.9999999403953552,0.0,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'ADR': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}}"
VOLTAREN.8,0.15,0.17647058823529413,0.16216216216216214,22.318181818181817,0.7273612022399902,0.0,"{'Drug': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 2, 'proc_count': 4}, 'ADR': {'precision': 0.6666666666666666, 'recall': 0.125, 'f1': 0.21052631578947367, 'orig_count': 16, 'proc_count': 3}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 11}}"
ARTHROTEC.121,0.0,0.0,0.0,2.066666666666667,0.2111539989709854,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 4, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 9}}"
LIPITOR.949,0.25,0.5,0.3333333333333333,25.4,0.6288619041442871,0.0,"{'Drug': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 1, 'proc_count': 2}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 2, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}}"
VOLTAREN-XR.14,0.0,0.0,0.0,0.0,0.0,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 1, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}}"
LIPITOR.389,0.21428571428571427,0.35294117647058826,0.26666666666666666,26.214285714285715,0.7124487161636353,0.0,"{'Drug': {'precision': 0.6, 'recall': 1.0, 'f1': 0.7499999999999999, 'orig_count': 3, 'proc_count': 5}, 'ADR': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1': 0.2857142857142857, 'orig_count': 13, 'proc_count': 2}, 'Disease': {'precision': 0.3333333333333333, 'recall': 0.5, 'f1': 0.4, 'orig_count': 2, 'proc_count': 3}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 18}}"
LIPITOR.932,0.09090909090909091,0.1111111111111111,0.09999999999999999,8.928571428571429,0.6204692125320435,0.0,"{'Drug': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 1, 'proc_count': 2}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 8, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 12}}"
LIPITOR.948,0.1111111111111111,0.3333333333333333,0.16666666666666666,11.11111111111111,0.9999999403953552,0.0,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 2, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 8}}"
LIPITOR.540,0.2,1.0,0.33333333333333337,20.0,0.9999999403953552,0.06,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'ADR': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}}"
LIPITOR.717,0.0,0.0,0.0,0.0,0.0,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}}"
LIPITOR.295,0.02631578947368421,0.03571428571428571,0.030303030303030304,7.142857142857143,0.9999999403953552,0.0,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 3, 'proc_count': 3}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 27, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 34}}"
ARTHROTEC.27,0.2857142857142857,0.25,0.26666666666666666,52.142857142857146,0.5905860066413879,0.09999999999999999,"{'Drug': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1': 0.6666666666666666, 'orig_count': 3, 'proc_count': 3}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 2, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 2, 'proc_count': 2}}"
LIPITOR.836,0.4,0.6666666666666666,0.5,62.2,0.7175911664962769,0.2788405797101449,"{'ADR': {'precision': 0.4, 'recall': 0.6666666666666666, 'f1': 0.5, 'orig_count': 3, 'proc_count': 5}}"
DICLOFENAC-POTASSIUM.3,0.125,0.2,0.15384615384615385,17.444444444444443,0.41996777057647705,0.0,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 4, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'Symptom': {'precision': 0.2, 'recall': 1.0, 'f1': 0.33333333333333337, 'orig_count': 1, 'proc_count': 6}}"
LIPITOR.601,0.0,0.0,0.0,0.0,0.0,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'ADR': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}}"
LIPITOR.911,0.2,0.16666666666666666,0.1818181818181818,51.333333333333336,0.8217559456825256,0.09206349206349207,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 2, 'proc_count': 2}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 5, 'proc_count': 2}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}}"
LIPITOR.740,0.14285714285714285,0.5,0.22222222222222224,17.857142857142858,0.4238930642604828,0.0,"{'Drug': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 1, 'proc_count': 2}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 1, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}}"
LIPITOR.692,0.14285714285714285,0.25,0.18181818181818182,18.0,0.6220979690551758,0.0,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 2, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 6}}"
LIPITOR.800,0.06666666666666667,0.1111111111111111,0.08333333333333334,20.88888888888889,0.4491150379180908,0.0392156862745098,"{'Drug': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1': 0.5, 'orig_count': 3, 'proc_count': 4}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 7, 'proc_count': 4}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 8}}"
LIPITOR.527,0.0,0.0,0.0,0.0,0.0,0.0,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 5, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 8}}"
LIPITOR.869,0.0,0.0,0.0,0.0,0.0,0.0,"{'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 1, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}}"
LIPITOR.479,0.0,0.0,0.0,0.0,0.0,0.0,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 4, 'proc_count': 0}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}}"
LIPITOR.945,0.14285714285714285,0.16666666666666666,0.15384615384615383,29.5,0.6422531008720398,0.0,"{'Drug': {'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666, 'orig_count': 2, 'proc_count': 3}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 5, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}}"
ARTHROTEC.71,0.1111111111111111,0.3333333333333333,0.16666666666666666,11.11111111111111,1.0,0.027777777777777776,"{'Drug': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 1}, 'ADR': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5, 'orig_count': 3, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 7}}"
LIPITOR.641,0.1,0.14285714285714285,0.11764705882352941,10.0,0.9999999403953552,0.08571428571428572,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 2, 'proc_count': 1}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 6, 'proc_count': 0}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 4}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}}"
VOLTAREN.3,0.2,0.25,0.22222222222222224,46.8,0.5401708483695984,0.0,"{'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 3, 'proc_count': 2}, 'Symptom': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1': 0.5, 'orig_count': 1, 'proc_count': 3}}"
LIPITOR.754,0.0625,0.08333333333333333,0.07142857142857144,14.277777777777779,0.9293935894966125,0.047619047619047616,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 3, 'proc_count': 2}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 8, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 8}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 7}}"
LIPITOR.74,0.26666666666666666,0.4444444444444444,0.33333333333333337,43.25,0.9145134091377258,0.046671826625387,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 3, 'proc_count': 3}, 'ADR': {'precision': 0.4, 'recall': 0.4, 'f1': 0.4000000000000001, 'orig_count': 5, 'proc_count': 5}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 6}}"
LIPITOR.539,0.2857142857142857,0.2857142857142857,0.2857142857142857,28.571428571428573,1.0000001192092896,0.0,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'ADR': {'precision': 0, 'recall': 0.0, 'f1': 0, 'orig_count': 5, 'proc_count': 0}, 'Disease': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 1, 'proc_count': 1}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 5}}"
LIPITOR.991,0.2857142857142857,0.3333333333333333,0.30769230769230765,29.625,0.7361153960227966,0.0,"{'Drug': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0, 'orig_count': 2, 'proc_count': 2}, 'ADR': {'precision': 0.0, 'recall': 0.0, 'f1': 0, 'orig_count': 4, 'proc_count': 1}, 'Disease': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 2}, 'Symptom': {'precision': 0.0, 'recall': 0, 'f1': 0, 'orig_count': 0, 'proc_count': 3}}"
